treatment,species,individual,year,abundance,notes id,order,notes_id,guild,bodylength_mm,stage
no predators+fertilised,Alnus,APF20,2020,1,Auchenorrhyncha,Heteroptera,NA,Sucking,2.1,Juvenile
no predators+fertilised,Alnus,APF20,2020,1,Latriidae,Coleoptera,NA,No relationship,1.5,Adult
no predators+fertilised,Tillia,TPF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,2.5,Adult
no predators+fertilised,Tillia,TPF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,2,Adult
no predators+fertilised,Tillia,TPF17,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.8,Adult
no predators+fertilised,Tillia,TPF17,2020,1,heteroptera,Heteroptera,NA,Sucking,3,Juvenile
no predators+fertilised,Tillia,TPF17,2020,1,hymenoptera,hymenoptera,Chalcidoidea,Predator,1.3,Adult
no predators+fertilised,Tillia,TPF20,2020,1,ELATERIDAE,Coleoptera,NA,Chewing,13,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Diptera,Diptera,Platypalpus1?,Predator,2,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3.5,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Diptera,Diptera,Platypalpus1?,Predator,2.5,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3.1,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Diptera,Diptera,Platypalpus1?,Predator,4,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3,Adult
no predators+fertilised,Tillia,TPF20,2020,1,hymenoptera,hymenoptera,Chalcidoidea,Predator,1.2,Adult
no predators+fertilised,Tillia,TPF20,2020,1,araneae,araneae,NA,Predator,1.5,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.1,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.5,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.1,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.2,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.5,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.5,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.5,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.5,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Thysanoptera,Thysanoptera,NA,Sucking,2,Adult
no predators+fertilised,Tillia,TPF20,2020,1,hymenoptera,hymenoptera,Ichneumonidae,Predator,13,Adult
no predators+fertilised,Tillia,TPF20,2020,1,hymenoptera,hymenoptera,BRACONIDAE,Predator,4,Adult
no predators+fertilised,Tillia,TPF20,2020,1,Thysanoptera,Thysanoptera,NA,Sucking,1.5,Adult
no predators+fertilised,Alnus,APF17,2020,1,hymenoptera,hymenoptera,NA,Chewing,17,Juvenile
no predators+fertilised,Alnus,APF17,2020,1,hymenoptera,hymenoptera,NA,Predator,3,Adult
no predators+fertilised,Alnus,APF17,2020,1,hymenoptera,hymenoptera,NA,Predator,3,Adult
no predators+fertilised,Alnus,APF17,2020,1,hymenoptera,hymenoptera,NA,Predator,3,Adult
no predators+fertilised,Alnus,APF17,2020,1,hymenoptera,hymenoptera,NA,Predator,3,Adult
no predators+fertilised,Alnus,APF17,2020,1,chrysomelidae,Coleoptera,NA,Chewing,2.5,Adult
no predators+fertilised,Alnus,APF17,2020,1,araneae,araneae,NA,Predator,1,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,18,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.5,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.3,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.3,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.8,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.5,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.7,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.3,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,0.2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,0.2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,0.2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,0.2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.3,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.1,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.3,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.5,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,0.8,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,0.9,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.4,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,0.4,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,0.8,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.8,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.4,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.8,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.6,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.5,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.4,NA
no predators+fertilised,Alnus,APF17,2020,1,collembola,collembola,NA,No relationship,1,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.3,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,0.8,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1.2,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1,NA
no predators+fertilised,Alnus,APF17,2020,1,Sternorrhyncha,Heteroptera,NA,Sucking,1,NA
no predators,Alnus,APC27,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,7.2,Adult
no predators,Alnus,APC26,2020,1,Curculionidae,Coleoptera,NA,Chewing,8,Adult
no predators,Alnus,APC25,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,8.5,Juvenile
fertilised,Alnus,AF7,2020,1,Diptera,Diptera,NA,No relationship,3.8,Adult
fertilised,Alnus,AF7,2020,1,Diptera,Diptera,NA,No relationship,3,Adult
fertilised,Alnus,AF7,2020,1,Diptera,Diptera,NA,No relationship,19,Adult
fertilised,Alnus,AF7,2020,1,araneae,araneae,NA,Predator,4,Adult
fertilised,Alnus,AF7,2020,1,heteroptera,Heteroptera,NA,Sucking,2,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,4,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3.5,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3.3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3.2,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3.5,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3.3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,4,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3.2,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,4,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF7,2020,1,hymenoptera,hymenoptera,ANT,Predator,3.2,Adult
fertilised,Alnus,AF7,2020,1,Orthoptera,ORTHOPTERA,NA,Predator,4,Adult
no predators,Tillia,TPC24,2021,1,LEPIDOPTERA,LEPIDOPTERA,NA,Chewing,8.5,Juvenile
no predators,Tillia,TPC28,2020,1,araneae,araneae,NA,Predator,2,Adult
no predators,Tillia,TPC28,2020,1,Diptera,Diptera,NA,No relationship,2.5,Adult
no predators,Tillia,TPC28,2020,1,Psocoptera,Psocoptera,NA,No relationship,3,Adult
no predators,Tillia,TPC28,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.5,Adult
no predators,Tillia,TPC28,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.4,Adult
no predators,Tillia,TPC28,2020,1,Psocoptera,Psocoptera,NA,No relationship,2.3,Adult
no predators,Tillia,TPC28,2020,1,hymenoptera,hymenoptera,Braconidae,Predator,2,Adult
no predators,Tillia,TPC23,2020,1,Orthoptera,ORTHOPTERA,TETTIGONIDAE,Predator,18,NA
no predators,Tillia,TPC23,2020,1,Diptera,Diptera,NA,No relationship,18,Adult
control,Alnus,AC9,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,3.1,Juvenile
control,Alnus,AC10,2020,1,Araneae,Araneae,NA,Predator,3.2,Adult
control,Alnus,AC13,2020,1,Diptera,Diptera,NA,No relationship,3.2,Adult
control,Tillia,TC10,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3.2,Adult
control,Alnus,AC9,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,3.2,Juvenile
control,Alnus,AC11,2020,1,Araneae,Araneae,NA,Predator,3.3,Adult
control,Tillia,TC13,2020,1,Diptera,Diptera,Platypalpus1?,Predator,3.3,Adult
control,Tillia,TC14,2020,1,Coleoptera,Coleoptera,Coccinellidae,Predator,3.5,Adult
control,Alnus,AC12,2021,1,Hymenoptera,Hymenoptera,NA,Chewing,3.5,Juvenile
control,Alnus,AC12,2021,1,Hymenoptera,Hymenoptera,NA,Chewing,3.5,Juvenile
control,Alnus,AC10,2021,1,Coleoptera,Coleoptera,CHRYSOMELIDAE,Chewing,3.5,Adult
control,Alnus,AC11,2021,1,araneae,araneae,NA,Predator,3.5,NA
control,Alnus,AC9,2021,1,diptera,diptera,NA,No relationship,3.5,Adult
control,Alnus,AC10,2021,1,araneae,araneae,NA,Predator,3.5,NA
control,Alnus,AC9,2020,1,Heteroptera,Heteroptera,NA,Sucking,3.9,Juvenile
control,Tillia,TC14,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4,Adult
control,Alnus,AC14,2020,1,Coleoptera,Coleoptera,NA,Chewing,4,Adult
control,Alnus,AC9,2020,1,Coleoptera,Coleoptera,Curculionidae,Chewing,4,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,2.5,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,3,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,3,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,3,Adult
fertilised,Alnus,AF7,2021,1,araneae,araneae,NA,Predator,4,NA
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ant,Predator,3,Adult
fertilised,Alnus,AF7,2021,1,araneae,araneae,NA,Predator,3,NA
fertilised,Alnus,AF7,2021,1,araneae,araneae,NA,Predator,3,NA
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,3,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,3,Adult
fertilised,Alnus,AF7,2021,1,diptera,diptera,Asilidae,Predator,3,Adult
fertilised,Alnus,AF7,2021,1,diptera,diptera,Asilidae,Predator,2.8,Adult
fertilised,Alnus,AF7,2021,1,diptera,diptera,platypalpus,Predator,2,Adult
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,NA,Sucking,1,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,NA,Sucking,1,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,NA,Sucking,0.5,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,NA,Sucking,1,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,NA,Sucking,1,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,NA,Sucking,1,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,NA,Sucking,1,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,NA,Sucking,1,Juvenile
control,Tillia,TC13,2021,1,Hymenoptera,Hymenoptera,wasp,Chewing,4,Juvenile
control,Alnus,AC12,2021,1,Hymenoptera,Hymenoptera,NA,Chewing,4,Juvenile
control,Alnus,AC12,2020,1,Diptera,Diptera,Brachycera,No relationship,4,Adult
no predators,Tillia,TPC28,2021,1,araneae,araneae,NA,Predator,2,NA
no predators,Tillia,TPC28,2021,1,araneae,araneae,NA,Predator,3.2,NA
no predators,Tillia,TPC28,2021,1,araneae,araneae,NA,Predator,3,NA
no predators,Tillia,TPC28,2021,1,diptera,diptera,platypalpus,Predator,3,Adult
no predators,Tillia,TPC25,2021,1,Gastropoda,Gastropoda,NA,Chewing,9,NA
no predators,Tillia,TPC28,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.6,Adult
no predators,Tillia,TPC28,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.4,Adult
no predators,Tillia,TPC28,2021,1,Hymenoptera,Hymenoptera,CHALCIDOIDEA,Predator,2,Adult
fertilised,Alnus,AF3,2021,1,Hymenoptera,Hymenoptera,ant,Predator,3,Adult
fertilised,Alnus,AF3,2021,1,psocoptera,psocoptera,NA,No relationship,2.7,Adult
fertilised,Alnus,AF3,2021,1,araneae,araneae,NA,Predator,2,NA
fertilised,Alnus,AF3,2021,1,sternorrhyncha,Heteroptera,NA,Sucking,2,Adult
fertilised,Alnus,AF3,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,7,Juvenile
fertilised,Alnus,AF3,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.6,Adult
fertilised,Alnus,AF3,2021,1,Hymenoptera,Hymenoptera,NA,Chewing,3.5,Juvenile
fertilised,Alnus,AF3,2021,1,thysanoptera,thysanoptera,NA,Sucking,2,Adult
fertilised,Alnus,AF3,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,3,Adult
fertilised,Alnus,AF3,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,2.8,Adult
fertilised,Alnus,AF3,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,2.8,Adult
fertilised,Alnus,AF3,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,2.8,Adult
fertilised,Alnus,AF3,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,3,Adult
no predators+fertilised,Alnus,APF18,2021,1,araneae,araneae,SP,Predator,3,NA
no predators+fertilised,Alnus,APF18,2021,1,araneae,araneae,SP,Predator,2.5,NA
no predators+fertilised,Alnus,APF18,2021,1,araneae,araneae,SP,Predator,2,NA
no predators+fertilised,Alnus,APF18,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,18,Juvenile
no predators+fertilised,Alnus,APF18,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,3.2,Juvenile
no predators+fertilised,Alnus,APF18,2021,1,heteroptera,Heteroptera,NA,Sucking,3,Juvenile
no predators+fertilised,Alnus,APF18,2021,1,Coleoptera,Coleoptera,Latridiidae,No relationship,2,Adult
no predators+fertilised,Alnus,APF18,2021,1,Hymenoptera,Hymenoptera,ant,Predator,2.5,Adult
no predators+fertilised,Alnus,APF18,2021,1,Hymenoptera,Hymenoptera,ant,Predator,3,Adult
no predators+fertilised,Alnus,APF18,2021,1,araneae,araneae,NA,Predator,1,NA
no predators+fertilised,Alnus,APF18,2021,1,diptera,diptera,NA,No relationship,1.5,Adult
control,Tillia,TC9,2020,1,Araneae,Araneae,NA,Predator,4,Adult
control,Alnus,AC13,2021,1,araneae,araneae,NA,Predator,4,NA
control,Tillia,TC14,2021,1,Hymenoptera,Hymenoptera,ichneumonidae,Predator,4,Adult
control,Tillia,TC14,2021,1,Hymenoptera,Hymenoptera,ichneumonidae,Predator,4,Adult
no predators,Alnus,APC26,2021,1,diptera,diptera,Asilidae,Predator,5,Adult
no predators,Tillia,TPC23,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,9.3,Adult
no predators,Alnus,APC26,2021,1,araneae,araneae,NA,Predator,2.8,NA
no predators,Alnus,APC26,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,2,Adult
no predators,Alnus,APC26,2021,1,araneae,araneae,NA,Predator,1,NA
no predators,Alnus,APC26,2021,1,psocoptera,psocoptera,NA,No relationship,2.5,Adult
no predators,Alnus,APC26,2021,1,araneae,araneae,NA,Predator,1.8,NA
no predators,Alnus,APC26,2021,1,araneae,araneae,NA,Predator,1,NA
no predators,Alnus,APC26,2021,1,diptera,diptera,platypalpus,Predator,3,Adult
no predators,Alnus,APC26,2021,1,collembola,collembola,NA,No relationship,2,Adult
no predators,Tillia,TPC26,2021,1,araneae,araneae,NA,Predator,2,NA
no predators,Tillia,TPC26,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,2.5,Adult
no predators,Tillia,TPC26,2021,1,araneae,araneae,NA,Predator,2,NA
no predators,Tillia,TPC26,2021,1,Hymenoptera,Hymenoptera,Ant,Predator,3,Adult
no predators,Tillia,TPC26,2021,1,diptera,diptera,platypalpus,Predator,2.5,Adult
no predators,Tillia,TPC26,2021,1,diptera,diptera,platypalpus,Predator,2.8,Adult
no predators,Tillia,TPC26,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,4,Juvenile
fertilised,Alnus,AF6,2021,1,araneae,araneae,NA,Predator,2,NA
fertilised,Alnus,AF6,2021,1,araneae,araneae,NA,Predator,2,NA
fertilised,Alnus,AF6,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,3,Adult
fertilised,Alnus,AF6,2021,1,diptera,diptera,platypalpus,Predator,3.2,Adult
fertilised,Alnus,AF6,2021,1,COLEOPTERA,Coleoptera,CANTHARIDAE,Predator,5.1,Adult
no predators,Alnus,APC27,2021,1,lepidoptera,lepidoptera,NA,Chewing,9.4,Juvenile
fertilised,Alnus,AF2,2021,1,araneae,araneae,NA,Predator,2,NA
fertilised,Alnus,AF2,2021,1,araneae,araneae,NA,Predator,1.5,NA
fertilised,Alnus,AF2,2021,1,araneae,araneae,NA,Predator,1.5,NA
fertilised,Alnus,AF2,2021,1,lepidoptera,lepidoptera,NA,Chewing,9,Juvenile
fertilised,Alnus,AF2,2021,1,diptera,diptera,NA,No relationship,2.5,Adult
fertilised,Alnus,AF2,2021,1,araneae,araneae,NA,Predator,2,NA
no predators,Alnus,APC25,2021,1,diptera,diptera,NA,No relationship,11,Adult
no predators,Alnus,APC25,2021,1,collembola,collembola,NA,No relationship,1.5,NA
no predators,Alnus,APC25,2021,1,collembola,collembola,NA,No relationship,1.2,NA
no predators,Alnus,APC25,2021,1,Coleoptera,Coleoptera,Latridiidae,No relationship,1.7,Adult
no predators,Alnus,APC25,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,3.3,Juvenile
no predators,Alnus,APC25,2021,1,araneae,araneae,NA,Predator,1,NA
no predators,Alnus,APC25,2021,1,araneae,araneae,NA,Predator,2,NA
no predators,Alnus,APC25,2021,1,araneae,araneae,NA,Predator,3.5,NA
no predators,Alnus,APC25,2021,1,diptera,diptera,platypalpus,Predator,2.8,Adult
no predators,Alnus,APC25,2021,1,araneae,araneae,NA,Predator,1,NA
control,Alnus,AC14,2021,1,diptera,diptera,Sciaridae,No relationship,4,Adult
control,Alnus,AC8,2021,1,araneae,araneae,NA,Predator,4,NA
no predators,Alnus,APC27,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,9.8,Juvenile
fertilised,Tillia,TF7,2021,1,araneae,araneae,NA,Predator,4,NA
fertilised,Tillia,TF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4,Adult
fertilised,Tillia,TF7,2021,1,diptera,diptera,platypalpus,Predator,2.5,Adult
fertilised,Tillia,TF7,2021,1,collembola,collembola,NA,No relationship,2,Adult
fertilised,Tillia,TF7,2021,1,heteroptera,Heteroptera,NA,Predator,2.5,Juvenile
fertilised,Tillia,TF7,2021,1,lepidoptera,lepidoptera,NA,Chewing,15.5,Juvenile
fertilised,Tillia,TF7,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,3.8,Juvenile
fertilised,Tillia,TF7,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,3.8,Juvenile
fertilised,Tillia,TF7,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.5,Adult
fertilised,Tillia,TF7,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.6,Adult
fertilised,Tillia,TF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,3.3,Adult
fertilised,Tillia,TF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,3.8,Adult
fertilised,Tillia,TF7,2021,1,diptera,diptera,platypalpus,Predator,2.5,Adult
fertilised,Tillia,TF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,3.5,Adult
fertilised,Tillia,TF7,2021,1,diptera,diptera,N,No relationship,3.5,Adult
fertilised,Tillia,TF7,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,3,Juvenile
fertilised,Tillia,TF7,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,4,Juvenile
fertilised,Tillia,TF7,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,3,Juvenile
fertilised,Tillia,TF7,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,3,Juvenile
fertilised,Tillia,TF7,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,3.2,Juvenile
fertilised,Tillia,TF7,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,3,Juvenile
fertilised,Tillia,TF7,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,4.5,Juvenile
fertilised,Tillia,TF7,2021,1,thysanoptera,thysanoptera,NA,Chewing,1.5,Adult
fertilised,Tillia,TF7,2021,1,araneae,araneae,NA,Predator,4,NA
fertilised,Tillia,TF7,2021,1,Coleoptera,Coleoptera,curculionidae,Chewing,7.5,Adult
fertilised,Tillia,TF7,2021,1,diptera,diptera,NA,No relationship,10,Adult
fertilised,Tillia,TF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4,Adult
fertilised,Tillia,TF7,2021,1,araneae,araneae,NA,Predator,3,NA
fertilised,Tillia,TF7,2021,1,araneae,araneae,NA,Predator,2.2,NA
fertilised,Tillia,TF7,2021,1,araneae,araneae,NA,Predator,5,NA
fertilised,Tillia,TF7,2021,1,araneae,araneae,NA,Predator,2,NA
fertilised,Tillia,TF7,2021,1,araneae,araneae,NA,Predator,4,NA
fertilised,Tillia,TF7,2021,1,araneae,araneae,NA,Predator,3,NA
fertilised,Tillia,TF7,2021,1,COLEOPTERA,Coleoptera,CHRYSOMELIDAE,Chewing,9,Juvenile
no predators+fertilised,Tillia,TPF20,2021,1,lepidoptera,lepidoptera,NA,Chewing,17.5,Juvenile
no predators+fertilised,Tillia,TPF20,2021,1,araneae,araneae,NA,Predator,4,NA
no predators+fertilised,Tillia,TPF20,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.5,Adult
no predators+fertilised,Tillia,TPF20,2021,1,diptera,diptera,platypalpus,Predator,3.3,Adult
no predators+fertilised,Tillia,TPF20,2021,1,araneae,araneae,NA,Predator,2.3,NA
no predators+fertilised,Tillia,TPF20,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.5,Adult
